FieldID,Region,FieldArea_ha,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,PloughDepth_cm,PloughMethod,SoilAdjustment_kgLime,IrrigationAdvice,SeedAmount_kg,PlantSpacing_cm,Fertilizer_Basal_Urea_kg,Fertilizer_Basal_TSP_kg,Fertilizer_Basal_MOP_kg,WaterManagementAdvice_Stage4,TillerIncreaseTip,Fertilizer_2ndDose_Urea_kg,Fertilizer_2ndDose_TSP_kg,Fertilizer_2ndDose_MOP_kg,WaterControlAdvice_Stage5,WaterControlAdvice_Stage6,PesticideSuggestion,HumidityTarget_%,WaterLevelAdvice_Stage7,PredictedYield_kg_ha,HarvestingDate,FinalMoisture_%,PostHarvestAdvice
1818,Dry Low,4.13,7.23,27.8,82.5,1563.7,17,Chisel,608,Irrigate weekly,231.0,22,495.6,297.36,247.8,Alternate wetting,Increase spacing,198.24,118.94,99.12,Flood for 1 week,Reduce water pre-flowering,nan,80.4,Shallow water 3 days,5615.2,2026-02-19,15.6,Store under shade
1819,Intermediate Low,1.5,5.85,27.1,83.9,1909.8,16,Mouldboard,464,Start irrigation after 3 days,84.9,19,180.0,90.0,90.0,Keep flooded,Apply split N,72.0,36.0,36.0,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,81.6,Maintain 3-5cm,4245.7,2026-02-26,13.3,Sun-dry 3 days
1820,Intermediate Low,4.19,5.6,28.6,77.2,2255.4,12,Chisel,461,Start irrigation after 3 days,239.9,19,502.8,251.4,251.4,Keep flooded,Thin seedlings,201.12,100.56,100.56,Reduce water 2 days,Reduce water pre-flowering,nan,81.3,Maintain 3-5cm,5019.9,2026-02-26,13.7,Sun-dry 3 days
1821,Intermediate Low,3.46,6.54,29.9,81.0,1288.1,17,Rotavator,657,Irrigate weekly,188.1,18,415.2,207.6,207.6,Keep flooded,Increase spacing,166.08,99.65,83.04,Flood for 1 week,Maintain shallow flooding,nan,81.7,Maintain 3-5cm,4672.5,2026-02-25,13.3,Thresh immediately
1822,Intermediate Low,4.37,6.35,27.7,88.6,1112.3,15,Rotavator,533,Irrigate weekly,248.5,22,524.4,262.2,262.2,Maintain 3-5cm water,Increase spacing,209.76,125.86,104.88,Flood for 1 week,Ensure moist soil,nan,80.1,Maintain 3-5cm,4684.2,2026-02-24,13.3,Store under shade
1823,Intermediate Low,1.39,4.27,29.1,90.0,1444.0,17,Rotavator,521,Irrigate weekly,74.4,19,166.8,100.08,83.4,Maintain 3-5cm water,Thin seedlings,66.72,33.36,33.36,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,88.6,Shallow water 3 days,4954.7,2026-02-27,14.6,Store under shade
1824,Dry Low,3.24,5.39,29.8,89.8,2320.5,17,Chisel,730,Irrigate weekly,181.3,20,388.8,233.28,194.4,Keep flooded,Apply split N,155.52,77.76,77.76,Reduce water 2 days,Reduce water pre-flowering,Fipronil,85.6,Shallow water 3 days,5994.0,2026-02-26,15.1,Store under shade
1825,Intermediate Low,3.0,5.39,30.0,88.2,816.8,16,Chisel,570,Maintain 5cm water,157.8,19,360.0,180.0,180.0,Alternate wetting,Increase spacing,144.0,72.0,72.0,Maintain 5cm water,Reduce water pre-flowering,Chlorpyrifos,83.8,Maintain 3-5cm,4816.8,2026-02-24,15.4,Sun-dry 3 days
1826,Dry Low,3.82,5.01,28.4,80.9,1952.4,13,Mouldboard,609,Maintain 5cm water,199.1,20,458.4,229.2,229.2,Keep flooded,Apply split N,183.36,110.02,91.68,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,84.1,Maintain 3-5cm,4364.7,2026-02-21,15.1,Store under shade
1827,Intermediate Low,3.14,5.57,29.0,85.3,1611.2,12,Mouldboard,695,Irrigate weekly,165.1,21,376.8,226.08,188.4,Alternate wetting,Thin seedlings,150.72,75.36,75.36,Maintain 5cm water,Maintain shallow flooding,nan,84.6,Maintain 3-5cm,5227.2,2026-02-26,14.1,Thresh immediately
1828,Wet Low,3.16,5.15,30.9,81.2,1073.8,17,Mouldboard,488,Start irrigation after 3 days,170.4,20,379.2,189.6,189.6,Maintain 3-5cm water,Apply split N,151.68,75.84,75.84,Maintain 5cm water,Maintain shallow flooding,Fipronil,80.7,Alternate wetting,4472.6,2026-02-22,14.7,Thresh immediately
1829,Dry Low,2.72,4.3,31.7,84.7,1345.7,13,Mouldboard,566,Start irrigation after 3 days,141.9,20,326.4,163.2,163.2,Keep flooded,Thin seedlings,130.56,78.34,65.28,Flood for 1 week,Reduce water pre-flowering,nan,82.7,Alternate wetting,4211.1,2026-02-23,15.8,Thresh immediately
1830,Wet Low,2.24,5.15,31.3,79.6,1182.4,14,Chisel,427,Start irrigation after 3 days,125.0,18,268.8,134.4,134.4,Keep flooded,Apply split N,107.52,64.51,53.76,Flood for 1 week,Ensure moist soil,nan,88.5,Alternate wetting,4100.3,2026-02-23,14.2,Thresh immediately
1831,Dry Low,2.93,3.79,29.8,84.1,2292.3,12,Chisel,637,Irrigate weekly,157.9,19,351.6,210.96,175.8,Maintain 3-5cm water,Apply split N,140.64,70.32,70.32,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,87.4,Maintain 3-5cm,4045.8,2026-02-22,13.8,Thresh immediately
1832,Wet Low,1.47,5.8,29.1,82.9,1619.2,12,Mouldboard,735,Maintain 5cm water,82.9,21,176.4,88.2,88.2,Alternate wetting,Increase spacing,70.56,42.34,35.28,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,85.6,Alternate wetting,4862.3,2026-02-28,14.6,Store under shade
1833,Intermediate Low,4.85,6.91,28.7,75.4,1757.3,16,Chisel,462,Maintain 5cm water,253.5,19,582.0,291.0,291.0,Keep flooded,Apply split N,232.8,139.68,116.4,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,84.8,Shallow water 3 days,4853.5,2026-02-20,13.9,Sun-dry 3 days
1834,Intermediate Low,3.86,6.4,27.6,86.9,1809.3,17,Chisel,654,Maintain 5cm water,205.7,24,463.2,231.6,231.6,Keep flooded,Increase spacing,185.28,111.17,92.64,Flood for 1 week,Maintain shallow flooding,nan,82.6,Alternate wetting,4371.1,2026-02-27,13.8,Sun-dry 3 days
1835,Intermediate Low,4.81,4.94,27.5,75.2,1887.3,14,Chisel,795,Maintain 5cm water,261.9,24,577.2,346.32,288.6,Alternate wetting,Thin seedlings,230.88,115.44,115.44,Flood for 1 week,Maintain shallow flooding,Fipronil,84.7,Maintain 3-5cm,5568.0,2026-02-20,15.3,Sun-dry 3 days
1836,Dry Low,1.91,3.85,30.4,79.4,1642.4,16,Chisel,440,Start irrigation after 3 days,103.7,20,229.2,114.6,114.6,Keep flooded,Thin seedlings,91.68,55.01,45.84,Reduce water 2 days,Reduce water pre-flowering,Fipronil,86.0,Shallow water 3 days,4258.5,2026-02-27,15.7,Sun-dry 3 days
1837,Wet Low,4.52,4.31,28.3,75.1,830.4,15,Mouldboard,428,Start irrigation after 3 days,238.6,23,542.4,325.44,271.2,Keep flooded,Increase spacing,216.96,130.18,108.48,Maintain 5cm water,Reduce water pre-flowering,nan,87.1,Maintain 3-5cm,5830.6,2026-02-19,14.5,Store under shade
1838,Intermediate Low,4.24,5.68,28.3,80.6,1369.0,13,Mouldboard,678,Maintain 5cm water,245.8,20,508.8,305.28,254.4,Maintain 3-5cm water,Apply split N,203.52,122.11,101.76,Maintain 5cm water,Reduce water pre-flowering,Fipronil,81.7,Shallow water 3 days,5175.2,2026-02-19,15.3,Store under shade
1839,Wet Low,3.71,4.33,32.0,75.9,1112.6,13,Chisel,479,Irrigate weekly,199.3,19,445.2,267.12,222.6,Alternate wetting,Thin seedlings,178.08,106.85,89.04,Flood for 1 week,Maintain shallow flooding,nan,88.1,Alternate wetting,4055.2,2026-02-21,13.6,Store under shade
1840,Wet Low,3.5,5.68,27.9,88.7,1956.2,16,Rotavator,450,Maintain 5cm water,197.1,21,420.0,252.0,210.0,Keep flooded,Thin seedlings,168.0,100.8,84.0,Flood for 1 week,Maintain shallow flooding,Fipronil,83.5,Alternate wetting,5925.9,2026-02-26,14.6,Thresh immediately
1841,Intermediate Low,2.27,4.43,27.7,81.2,896.4,13,Mouldboard,511,Maintain 5cm water,121.0,23,272.4,136.2,136.2,Keep flooded,Thin seedlings,108.96,65.38,54.48,Flood for 1 week,Maintain shallow flooding,nan,85.0,Shallow water 3 days,4615.9,2026-02-22,14.9,Sun-dry 3 days
1842,Intermediate Low,4.27,6.9,27.5,81.9,1758.5,17,Mouldboard,760,Irrigate weekly,244.5,21,512.4,256.2,256.2,Maintain 3-5cm water,Increase spacing,204.96,122.98,102.48,Maintain 5cm water,Reduce water pre-flowering,Fipronil,86.1,Shallow water 3 days,4899.9,2026-02-22,14.5,Store under shade
1843,Wet Low,3.01,5.09,29.9,80.2,1158.1,13,Rotavator,700,Maintain 5cm water,163.5,18,361.2,216.72,180.6,Keep flooded,Thin seedlings,144.48,86.69,72.24,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,84.9,Maintain 3-5cm,4568.5,2026-02-22,13.4,Store under shade
1844,Intermediate Low,1.28,4.48,30.1,84.4,2413.0,17,Mouldboard,489,Start irrigation after 3 days,73.5,20,153.6,76.8,76.8,Maintain 3-5cm water,Thin seedlings,61.44,36.86,30.72,Maintain 5cm water,Reduce water pre-flowering,Chlorpyrifos,85.7,Shallow water 3 days,5456.8,2026-02-25,15.2,Store under shade
1845,Intermediate Low,2.25,6.75,28.8,86.8,1370.4,15,Rotavator,628,Irrigate weekly,121.6,20,270.0,135.0,135.0,Keep flooded,Thin seedlings,108.0,54.0,54.0,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,81.1,Maintain 3-5cm,4971.4,2026-02-28,15.5,Sun-dry 3 days
1846,Intermediate Low,4.74,4.87,29.7,84.7,1352.9,14,Rotavator,549,Irrigate weekly,246.7,24,568.8,341.28,284.4,Maintain 3-5cm water,Thin seedlings,227.52,136.51,113.76,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,84.3,Shallow water 3 days,4264.7,2026-02-19,14.9,Sun-dry 3 days
1847,Dry Low,4.4,3.95,30.9,86.2,2369.8,12,Chisel,642,Maintain 5cm water,242.4,18,528.0,316.8,264.0,Alternate wetting,Increase spacing,211.2,126.72,105.6,Reduce water 2 days,Ensure moist soil,nan,82.8,Shallow water 3 days,4208.4,2026-02-28,13.5,Thresh immediately
1848,Wet Low,4.93,5.78,31.1,88.6,1509.5,16,Mouldboard,537,Start irrigation after 3 days,271.9,24,591.6,295.8,295.8,Alternate wetting,Increase spacing,236.64,141.98,118.32,Flood for 1 week,Maintain shallow flooding,Fipronil,80.9,Alternate wetting,5450.8,2026-02-28,13.2,Thresh immediately
1849,Wet Low,3.51,5.83,31.8,88.0,2436.9,16,Rotavator,534,Start irrigation after 3 days,185.0,19,421.2,210.6,210.6,Keep flooded,Apply split N,168.48,101.09,84.24,Reduce water 2 days,Maintain shallow flooding,nan,81.9,Alternate wetting,4474.2,2026-02-19,13.9,Thresh immediately
1850,Dry Low,1.99,6.36,31.1,85.1,841.1,17,Chisel,488,Start irrigation after 3 days,106.3,20,238.8,119.4,119.4,Keep flooded,Thin seedlings,95.52,57.31,47.76,Maintain 5cm water,Reduce water pre-flowering,Chlorpyrifos,86.0,Maintain 3-5cm,4275.6,2026-02-28,13.1,Sun-dry 3 days
1851,Wet Low,1.65,4.46,29.8,78.2,1320.8,15,Mouldboard,414,Maintain 5cm water,93.6,19,198.0,99.0,99.0,Maintain 3-5cm water,Increase spacing,79.2,47.52,39.6,Maintain 5cm water,Maintain shallow flooding,Fipronil,82.0,Maintain 3-5cm,4998.9,2026-02-23,15.5,Thresh immediately
1852,Intermediate Low,1.75,5.28,27.9,84.6,1932.5,15,Chisel,732,Maintain 5cm water,91.4,21,210.0,126.0,105.0,Maintain 3-5cm water,Apply split N,84.0,42.0,42.0,Maintain 5cm water,Reduce water pre-flowering,nan,81.8,Maintain 3-5cm,5605.5,2026-02-25,15.1,Thresh immediately
1853,Wet Low,1.08,4.63,27.5,82.6,2314.5,12,Chisel,761,Start irrigation after 3 days,59.3,23,129.6,77.76,64.8,Alternate wetting,Apply split N,51.84,31.1,25.92,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,85.5,Shallow water 3 days,4557.6,2026-02-19,14.7,Store under shade
1854,Intermediate Low,2.56,3.82,27.3,85.8,1235.9,14,Rotavator,573,Maintain 5cm water,141.3,23,307.2,184.32,153.6,Keep flooded,Thin seedlings,122.88,73.73,61.44,Flood for 1 week,Ensure moist soil,Fipronil,89.0,Shallow water 3 days,4552.9,2026-02-21,15.7,Sun-dry 3 days
1855,Dry Low,1.77,7.01,30.3,87.5,2381.8,16,Mouldboard,489,Start irrigation after 3 days,99.4,23,212.4,106.2,106.2,Maintain 3-5cm water,Apply split N,84.96,42.48,42.48,Maintain 5cm water,Ensure moist soil,Fipronil,87.9,Maintain 3-5cm,5667.8,2026-02-20,13.3,Thresh immediately
1856,Intermediate Low,2.65,6.42,31.0,86.1,1810.0,17,Chisel,612,Maintain 5cm water,138.4,24,318.0,190.8,159.0,Alternate wetting,Increase spacing,127.2,63.6,63.6,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,89.1,Shallow water 3 days,4295.7,2026-02-25,15.1,Thresh immediately
1857,Wet Low,4.74,4.71,29.5,87.7,2161.7,15,Rotavator,742,Irrigate weekly,263.1,22,568.8,284.4,284.4,Alternate wetting,Apply split N,227.52,113.76,113.76,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,85.8,Alternate wetting,5233.5,2026-02-23,13.4,Sun-dry 3 days
1858,Wet Low,2.72,5.9,27.3,76.0,1475.3,16,Rotavator,460,Irrigate weekly,141.5,18,326.4,195.84,163.2,Maintain 3-5cm water,Apply split N,130.56,78.34,65.28,Maintain 5cm water,Reduce water pre-flowering,Fipronil,84.1,Shallow water 3 days,5910.0,2026-02-24,13.2,Thresh immediately
1859,Wet Low,4.51,4.31,29.7,75.5,1160.7,17,Chisel,763,Maintain 5cm water,241.7,23,541.2,270.6,270.6,Keep flooded,Increase spacing,216.48,129.89,108.24,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,87.3,Alternate wetting,5682.6,2026-02-25,13.4,Sun-dry 3 days
1860,Dry Low,3.42,7.06,31.7,78.9,2349.1,13,Chisel,619,Maintain 5cm water,188.1,20,410.4,205.2,205.2,Alternate wetting,Apply split N,164.16,98.5,82.08,Maintain 5cm water,Reduce water pre-flowering,nan,82.6,Maintain 3-5cm,4123.6,2026-02-19,15.9,Sun-dry 3 days
1861,Dry Low,1.99,3.96,30.0,88.5,2386.3,16,Rotavator,460,Start irrigation after 3 days,114.4,18,238.8,143.28,119.4,Maintain 3-5cm water,Apply split N,95.52,57.31,47.76,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,80.8,Shallow water 3 days,4639.8,2026-02-27,14.3,Sun-dry 3 days
1862,Wet Low,2.42,3.52,31.0,87.4,1645.9,14,Chisel,706,Irrigate weekly,127.7,21,290.4,174.24,145.2,Alternate wetting,Apply split N,116.16,69.7,58.08,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,83.4,Maintain 3-5cm,4284.7,2026-02-25,13.1,Thresh immediately
1863,Intermediate Low,1.34,5.51,31.0,85.2,811.0,17,Chisel,565,Start irrigation after 3 days,71.0,21,160.8,80.4,80.4,Keep flooded,Apply split N,64.32,38.59,32.16,Flood for 1 week,Ensure moist soil,Chlorpyrifos,83.0,Alternate wetting,5898.5,2026-02-20,14.8,Thresh immediately
1864,Dry Low,2.33,5.83,31.7,85.5,986.6,14,Mouldboard,411,Maintain 5cm water,130.5,24,279.6,139.8,139.8,Maintain 3-5cm water,Thin seedlings,111.84,55.92,55.92,Flood for 1 week,Maintain shallow flooding,Fipronil,86.8,Maintain 3-5cm,5971.9,2026-02-19,13.6,Thresh immediately
1865,Wet Low,3.71,5.82,30.9,85.9,1774.1,16,Rotavator,615,Start irrigation after 3 days,201.3,21,445.2,267.12,222.6,Keep flooded,Thin seedlings,178.08,106.85,89.04,Flood for 1 week,Maintain shallow flooding,Fipronil,85.5,Alternate wetting,4470.0,2026-02-19,13.0,Sun-dry 3 days
1866,Wet Low,1.29,3.72,30.7,89.1,840.4,13,Chisel,476,Start irrigation after 3 days,71.9,21,154.8,77.4,77.4,Keep flooded,Increase spacing,61.92,37.15,30.96,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,81.4,Alternate wetting,5339.4,2026-02-24,15.3,Thresh immediately
1867,Dry Low,1.82,4.76,28.2,87.5,1474.8,14,Rotavator,631,Maintain 5cm water,105.5,22,218.4,109.2,109.2,Alternate wetting,Apply split N,87.36,43.68,43.68,Maintain 5cm water,Ensure moist soil,Fipronil,89.1,Maintain 3-5cm,5683.3,2026-02-21,13.5,Store under shade
1868,Dry Low,2.53,5.5,27.3,84.4,1315.7,15,Mouldboard,511,Irrigate weekly,146.5,19,303.6,151.8,151.8,Keep flooded,Increase spacing,121.44,72.86,60.72,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,85.9,Alternate wetting,4467.4,2026-02-19,15.8,Sun-dry 3 days
1869,Dry Low,4.93,4.37,29.6,85.0,2014.4,17,Rotavator,465,Start irrigation after 3 days,266.8,19,591.6,354.96,295.8,Alternate wetting,Thin seedlings,236.64,118.32,118.32,Reduce water 2 days,Ensure moist soil,nan,84.6,Maintain 3-5cm,4375.4,2026-02-24,14.8,Thresh immediately
1870,Intermediate Low,4.14,6.99,27.6,78.2,894.5,16,Rotavator,581,Maintain 5cm water,227.8,23,496.8,248.4,248.4,Maintain 3-5cm water,Apply split N,198.72,99.36,99.36,Reduce water 2 days,Reduce water pre-flowering,Fipronil,89.4,Maintain 3-5cm,4022.4,2026-02-21,13.3,Sun-dry 3 days
1871,Intermediate Low,3.93,3.85,31.8,84.9,1630.8,13,Rotavator,603,Start irrigation after 3 days,225.7,22,471.6,235.8,235.8,Maintain 3-5cm water,Apply split N,188.64,94.32,94.32,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,81.0,Maintain 3-5cm,4823.9,2026-02-26,13.7,Thresh immediately
1872,Wet Low,1.46,5.45,28.4,81.4,1784.5,15,Mouldboard,770,Maintain 5cm water,76.7,24,175.2,87.6,87.6,Alternate wetting,Thin seedlings,70.08,35.04,35.04,Reduce water 2 days,Reduce water pre-flowering,Fipronil,87.9,Alternate wetting,5798.9,2026-02-26,14.8,Sun-dry 3 days
1873,Dry Low,4.12,6.27,31.3,77.3,1849.4,16,Mouldboard,605,Maintain 5cm water,225.4,19,494.4,296.64,247.2,Alternate wetting,Apply split N,197.76,118.66,98.88,Maintain 5cm water,Reduce water pre-flowering,nan,83.6,Alternate wetting,5806.0,2026-02-27,14.0,Store under shade
1874,Intermediate Low,4.14,4.55,28.9,87.1,1488.8,13,Rotavator,685,Maintain 5cm water,224.7,24,496.8,298.08,248.4,Alternate wetting,Apply split N,198.72,119.23,99.36,Flood for 1 week,Reduce water pre-flowering,nan,87.0,Shallow water 3 days,4255.5,2026-02-19,14.6,Sun-dry 3 days
1875,Dry Low,3.4,6.0,28.6,82.7,1317.4,15,Rotavator,504,Irrigate weekly,182.8,24,408.0,244.8,204.0,Keep flooded,Thin seedlings,163.2,97.92,81.6,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,89.3,Maintain 3-5cm,4408.7,2026-02-24,15.4,Sun-dry 3 days
1876,Wet Low,4.96,6.82,31.7,89.7,1960.2,14,Mouldboard,641,Irrigate weekly,287.5,21,595.2,297.6,297.6,Maintain 3-5cm water,Increase spacing,238.08,142.85,119.04,Maintain 5cm water,Reduce water pre-flowering,Fipronil,85.2,Maintain 3-5cm,4816.1,2026-02-24,15.4,Sun-dry 3 days
1877,Intermediate Low,2.3,4.26,28.8,79.2,2240.9,16,Chisel,634,Maintain 5cm water,129.7,19,276.0,138.0,138.0,Maintain 3-5cm water,Increase spacing,110.4,66.24,55.2,Flood for 1 week,Maintain shallow flooding,nan,80.2,Maintain 3-5cm,5561.2,2026-02-24,15.1,Thresh immediately
1878,Intermediate Low,4.77,7.17,29.0,82.2,1979.1,16,Mouldboard,575,Irrigate weekly,259.2,18,572.4,286.2,286.2,Keep flooded,Apply split N,228.96,137.38,114.48,Flood for 1 week,Reduce water pre-flowering,Fipronil,80.3,Maintain 3-5cm,5223.7,2026-02-20,15.7,Sun-dry 3 days
1879,Intermediate Low,4.66,5.71,27.5,81.7,2384.6,14,Rotavator,610,Start irrigation after 3 days,265.5,23,559.2,279.6,279.6,Alternate wetting,Thin seedlings,223.68,111.84,111.84,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,83.3,Maintain 3-5cm,5027.7,2026-02-21,13.6,Thresh immediately
1880,Wet Low,1.05,4.7,30.4,76.8,2019.3,12,Chisel,430,Irrigate weekly,57.7,19,126.0,63.0,63.0,Maintain 3-5cm water,Increase spacing,50.4,25.2,25.2,Reduce water 2 days,Maintain shallow flooding,nan,87.8,Maintain 3-5cm,5183.9,2026-02-19,13.5,Sun-dry 3 days
1881,Dry Low,2.8,5.22,28.4,81.4,2099.9,15,Chisel,634,Irrigate weekly,160.3,18,336.0,168.0,168.0,Keep flooded,Increase spacing,134.4,67.2,67.2,Reduce water 2 days,Maintain shallow flooding,nan,82.9,Maintain 3-5cm,4192.4,2026-02-25,15.4,Thresh immediately
1882,Intermediate Low,4.91,4.75,29.9,79.3,1085.4,14,Chisel,641,Start irrigation after 3 days,263.2,20,589.2,353.52,294.6,Alternate wetting,Apply split N,235.68,117.84,117.84,Reduce water 2 days,Reduce water pre-flowering,Fipronil,83.3,Shallow water 3 days,4955.3,2026-02-26,14.0,Thresh immediately
1883,Wet Low,1.41,6.4,30.0,77.4,1513.2,16,Mouldboard,552,Start irrigation after 3 days,75.2,18,169.2,84.6,84.6,Maintain 3-5cm water,Increase spacing,67.68,33.84,33.84,Flood for 1 week,Maintain shallow flooding,nan,87.8,Shallow water 3 days,5984.1,2026-02-27,14.5,Thresh immediately
1884,Dry Low,3.19,6.69,30.6,79.2,1624.6,15,Mouldboard,595,Start irrigation after 3 days,170.6,18,382.8,229.68,191.4,Alternate wetting,Thin seedlings,153.12,91.87,76.56,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,81.2,Maintain 3-5cm,4176.9,2026-02-25,15.2,Thresh immediately
1885,Wet Low,4.92,6.83,30.7,78.5,1235.7,15,Mouldboard,668,Maintain 5cm water,271.7,21,590.4,295.2,295.2,Keep flooded,Increase spacing,236.16,141.7,118.08,Flood for 1 week,Ensure moist soil,Chlorpyrifos,88.5,Maintain 3-5cm,5038.5,2026-02-28,14.2,Sun-dry 3 days
1886,Dry Low,3.22,7.44,29.6,86.0,1698.5,12,Mouldboard,783,Start irrigation after 3 days,173.1,21,386.4,193.2,193.2,Maintain 3-5cm water,Thin seedlings,154.56,77.28,77.28,Flood for 1 week,Reduce water pre-flowering,nan,82.7,Shallow water 3 days,4591.3,2026-02-27,13.4,Sun-dry 3 days
1887,Wet Low,1.76,6.67,28.7,75.5,1294.3,16,Rotavator,569,Start irrigation after 3 days,93.1,23,211.2,126.72,105.6,Alternate wetting,Thin seedlings,84.48,42.24,42.24,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,80.5,Shallow water 3 days,5079.8,2026-02-28,15.0,Thresh immediately
1888,Dry Low,3.33,5.91,31.2,84.3,1968.8,13,Chisel,756,Start irrigation after 3 days,193.0,21,399.6,239.76,199.8,Alternate wetting,Apply split N,159.84,95.9,79.92,Reduce water 2 days,Maintain shallow flooding,nan,81.2,Maintain 3-5cm,5147.6,2026-02-27,15.5,Thresh immediately
1889,Intermediate Low,1.82,4.86,28.5,86.4,1599.5,12,Rotavator,722,Maintain 5cm water,104.5,18,218.4,109.2,109.2,Alternate wetting,Increase spacing,87.36,52.42,43.68,Reduce water 2 days,Reduce water pre-flowering,nan,89.5,Maintain 3-5cm,5154.9,2026-02-24,13.0,Thresh immediately
1890,Dry Low,3.08,5.68,29.5,82.2,1580.0,12,Mouldboard,735,Irrigate weekly,171.9,22,369.6,184.8,184.8,Keep flooded,Apply split N,147.84,88.7,73.92,Flood for 1 week,Ensure moist soil,nan,84.5,Shallow water 3 days,5704.4,2026-02-20,14.7,Store under shade
1891,Wet Low,1.3,3.66,29.0,89.0,2472.2,13,Mouldboard,631,Maintain 5cm water,74.6,21,156.0,78.0,78.0,Alternate wetting,Increase spacing,62.4,37.44,31.2,Reduce water 2 days,Maintain shallow flooding,nan,82.6,Shallow water 3 days,4779.5,2026-02-27,14.4,Store under shade
1892,Wet Low,3.42,6.48,31.3,85.6,1467.2,13,Rotavator,583,Irrigate weekly,197.0,21,410.4,246.24,205.2,Maintain 3-5cm water,Apply split N,164.16,98.5,82.08,Maintain 5cm water,Reduce water pre-flowering,Fipronil,85.2,Maintain 3-5cm,5032.7,2026-02-19,13.8,Sun-dry 3 days
1893,Dry Low,3.07,5.28,29.2,86.2,1415.9,12,Chisel,758,Start irrigation after 3 days,172.1,18,368.4,184.2,184.2,Maintain 3-5cm water,Apply split N,147.36,73.68,73.68,Reduce water 2 days,Reduce water pre-flowering,nan,86.8,Shallow water 3 days,4021.9,2026-02-22,13.5,Store under shade
1894,Intermediate Low,3.96,3.58,28.9,78.0,1341.6,15,Chisel,674,Maintain 5cm water,218.2,20,475.2,237.6,237.6,Alternate wetting,Apply split N,190.08,95.04,95.04,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,83.2,Maintain 3-5cm,5579.1,2026-02-20,13.6,Store under shade
1895,Intermediate Low,3.52,3.75,30.4,86.7,2321.1,14,Mouldboard,798,Maintain 5cm water,201.7,20,422.4,253.44,211.2,Keep flooded,Increase spacing,168.96,84.48,84.48,Flood for 1 week,Maintain shallow flooding,Fipronil,87.3,Alternate wetting,4519.0,2026-02-25,15.2,Thresh immediately
1896,Dry Low,3.2,5.05,30.0,87.5,1644.4,14,Mouldboard,431,Irrigate weekly,177.3,19,384.0,230.4,192.0,Maintain 3-5cm water,Apply split N,153.6,92.16,76.8,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,82.5,Maintain 3-5cm,5633.1,2026-02-28,14.6,Thresh immediately
1897,Dry Low,3.76,5.83,27.5,80.4,1820.0,12,Mouldboard,576,Maintain 5cm water,198.4,23,451.2,225.6,225.6,Maintain 3-5cm water,Thin seedlings,180.48,90.24,90.24,Maintain 5cm water,Reduce water pre-flowering,nan,81.1,Maintain 3-5cm,4531.3,2026-02-24,15.9,Store under shade
1898,Wet Low,1.58,5.36,29.5,78.2,1107.4,15,Mouldboard,464,Maintain 5cm water,85.6,20,189.6,94.8,94.8,Maintain 3-5cm water,Increase spacing,75.84,37.92,37.92,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,85.5,Maintain 3-5cm,4021.6,2026-02-23,13.7,Store under shade
1899,Intermediate Low,3.38,5.98,30.7,80.8,1719.6,13,Chisel,597,Irrigate weekly,184.8,21,405.6,243.36,202.8,Alternate wetting,Thin seedlings,162.24,81.12,81.12,Flood for 1 week,Maintain shallow flooding,Fipronil,81.5,Shallow water 3 days,4309.7,2026-02-25,15.9,Store under shade
1900,Dry Low,1.69,5.42,32.0,86.1,1266.9,17,Rotavator,426,Maintain 5cm water,97.4,22,202.8,101.4,101.4,Maintain 3-5cm water,Apply split N,81.12,48.67,40.56,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,89.4,Maintain 3-5cm,5971.4,2026-02-19,14.5,Thresh immediately
